id,pert,gene,label
Nprl2_Cmpk2,Nprl2,Cmpk2,none
Zfp710_Stk39,Zfp710,Stk39,up
Dpm3_Saa3,Dpm3,Saa3,none
Srsf10_Timp2,Srsf10,Timp2,none
Rptor_Selenow,Rptor,Selenow,none
Rragc_Lgals3,Rragc,Lgals3,up
Arih1_Gpx4,Arih1,Gpx4,none
Cog5_Fchsd2,Cog5,Fchsd2,none
Rps5_Cks1b,Rps5,Cks1b,none
Emc7_Pak1,Emc7,Pak1,up
Chmp5_Lmna,Chmp5,Lmna,none
Cwc25_Apbb2,Cwc25,Apbb2,up
Srrd_Tubb6,Srrd,Tubb6,none
Slc33a1_Hsp90b1,Slc33a1,Hsp90b1,up
Paf1_Lgals3,Paf1,Lgals3,none
Rpl35_Ptpn12,Rpl35,Ptpn12,none
Nrbf2_Cd36,Nrbf2,Cd36,up
Smarcd2_Dnase1l1,Smarcd2,Dnase1l1,down
Kat8_Hp,Kat8,Hp,none
Hnrnpu_Ctsl,Hnrnpu,Ctsl,up
Nckap1l_Ifih1,Nckap1l,Ifih1,none
Tgif1_Slc48a1,Tgif1,Slc48a1,down
Exoc5_H2-M2,Exoc5,H2-M2,up
Dido1_C1qb,Dido1,C1qb,none
Tsc2_Cd63,Tsc2,Cd63,up
Kat8_Trim30c,Kat8,Trim30c,none
Vps4b_Tgm2,Vps4b,Tgm2,up
Acin1_C3,Acin1,C3,down
Zbtb17_Cxcl2,Zbtb17,Cxcl2,none
Plrg1_Blvrb,Plrg1,Blvrb,none
Chd4_Alox5ap,Chd4,Alox5ap,down
Rbbp6_Sec11c,Rbbp6,Sec11c,up
Ubr4_Atf5,Ubr4,Atf5,none
Pfdn6_Lmna,Pfdn6,Lmna,none
Yy1_Saa3,Yy1,Saa3,none
Cbll1_S100a10,Cbll1,S100a10,down
Otud5_Glrx,Otud5,Glrx,none
Ddost_Ttll12,Ddost,Ttll12,none
Slc7a6os_Comtd1,Slc7a6os,Comtd1,up
Emc3_Marcksl1,Emc3,Marcksl1,down
Tubg1_Pate2,Tubg1,Pate2,none
Dync1i2_Large1,Dync1i2,Large1,up
Psmd1_Saa3,Psmd1,Saa3,none
Rpn1_Hspa5,Rpn1,Hspa5,up
Igbp1_Prdx1,Igbp1,Prdx1,up
Ptpn2_Btg1,Ptpn2,Btg1,none
Exoc5_Stx3,Exoc5,Stx3,up
Nelfa_C1qb,Nelfa,C1qb,none
Actr2_Ppm1k,Actr2,Ppm1k,none
Pias1_4933439K11Rik,Pias1,4933439K11Rik,none
Srrd_Uchl1,Srrd,Uchl1,down
Gpn2_Igf1,Gpn2,Igf1,none
Mettl3_Plpp3,Mettl3,Plpp3,up
Dad1_Hsp90b1,Dad1,Hsp90b1,up
Rtf1_Gm56955,Rtf1,Gm56955,up
Gspt1_Acer3,Gspt1,Acer3,up
Mphosph10_Mast4,Mphosph10,Mast4,none
Stk11_Thbs1,Stk11,Thbs1,up
Egln1_Fcgr2b,Egln1,Fcgr2b,none
Bloc1s1_Hspa5,Bloc1s1,Hspa5,none
Nolc1_Cotl1,Nolc1,Cotl1,down
Rpl4_Cmpk2,Rpl4,Cmpk2,up
Top3a_Timp2,Top3a,Timp2,none
Dcaf13_Icam1,Dcaf13,Icam1,none
Rtf1_Cdadc1,Rtf1,Cdadc1,none
Kin_Rnf149,Kin,Rnf149,none
Rps3_Nampt,Rps3,Nampt,up
Mta2_Adamtsl5,Mta2,Adamtsl5,up
Ctcf_Impa2,Ctcf,Impa2,none
Eif4a1_Fxyd5,Eif4a1,Fxyd5,down
Ppp2r2a_Sap30,Ppp2r2a,Sap30,none
Prpf38b_Pcdh7,Prpf38b,Pcdh7,up
Mapkapk2_Ifit2,Mapkapk2,Ifit2,up
Ppp2r2a_Plaur,Ppp2r2a,Plaur,none
Fzr1_Dph6,Fzr1,Dph6,up
Cct5_Prdx5,Cct5,Prdx5,down
Plrg1_Sv2a,Plrg1,Sv2a,none
Srsf10_Ifit3,Srsf10,Ifit3,none
Actr6_Igsf6,Actr6,Igsf6,none
Gtf2h1_Clec7a,Gtf2h1,Clec7a,none
Rbck1_Bcl2a1d,Rbck1,Bcl2a1d,down
Vps72_Hspa5,Vps72,Hspa5,none
Ly96_Dag1,Ly96,Dag1,none
Spout1_Gbp5,Spout1,Gbp5,up
Emc3_Fcgr2b,Emc3,Fcgr2b,none
Atp6v1b2_Clec4e,Atp6v1b2,Clec4e,up
Myc_Hivep2,Myc,Hivep2,up
Eftud2_Csf2rb,Eftud2,Csf2rb,none
Cul2_Slc6a8,Cul2,Slc6a8,none
Cnot2_Rsad2,Cnot2,Rsad2,up
Rpl4_Spryd7,Rpl4,Spryd7,up
Bloc1s1_Mmp12,Bloc1s1,Mmp12,up
Cdc123_Gbp2,Cdc123,Gbp2,none
Sec13_Prnp,Sec13,Prnp,none
Dad1_Manf,Dad1,Manf,up
Rbbp6_Cd83,Rbbp6,Cd83,up
Emc3_Tmem178,Emc3,Tmem178,up
Eny2_Rnf169,Eny2,Rnf169,none
Atp6v0e_Dynll1,Atp6v0e,Dynll1,none
Rpl35_Traf1,Rpl35,Traf1,none
Cbll1_Ss18l2,Cbll1,Ss18l2,none
Ints9_Gusb,Ints9,Gusb,up
Prpf38b_Ctsl,Prpf38b,Ctsl,up
E4f1_Igtp,E4f1,Igtp,up
Usp7_Ctsl,Usp7,Ctsl,none
Cul3_Pf4,Cul3,Pf4,up
Alg2_Ube2cbp,Alg2,Ube2cbp,none
Ube2m_Mmp12,Ube2m,Mmp12,up
Mapk14_Clec4d,Mapk14,Clec4d,down
Chmp5_Creg1,Chmp5,Creg1,up
Pias1_Rap2a,Pias1,Rap2a,up
Rb1_Atad2,Rb1,Atad2,up
Pias1_Lipa,Pias1,Lipa,none
Dda1_Lima1,Dda1,Lima1,down
Rbm14_Saa3,Rbm14,Saa3,down
Dnajc8_Chrna5,Dnajc8,Chrna5,none
Wdr36_Fubp1,Wdr36,Fubp1,none
Sbno2_Tnfaip2,Sbno2,Tnfaip2,up
Hnrnpu_Blvrb,Hnrnpu,Blvrb,none
Taf5l_Npy,Taf5l,Npy,down
Atp6v1e1_Lipa,Atp6v1e1,Lipa,up
Vps72_C3,Vps72,C3,down
Mapk14_H3f3b,Mapk14,H3f3b,none
Mtor_Cd44,Mtor,Cd44,none
Dcaf13_Calr,Dcaf13,Calr,down
Sephs1_Cyb5r1,Sephs1,Cyb5r1,none
Nprl2_Manf,Nprl2,Manf,none
Srsf10_Tbrg1,Srsf10,Tbrg1,none
Atg9a_Polr2a,Atg9a,Polr2a,none
Ankrd11_S100a10,Ankrd11,S100a10,none
Cd14_Cav1,Cd14,Cav1,down
Rpp21_Mthfd2,Rpp21,Mthfd2,up
Cul3_Trim30c,Cul3,Trim30c,none
Ly96_Tgm2,Ly96,Tgm2,up
Trappc1_Pilra,Trappc1,Pilra,none
Actr2_Clec4n,Actr2,Clec4n,up
Ctcf_Fgd2,Ctcf,Fgd2,up
Top3a_Il15,Top3a,Il15,up
Tpr_Cdc42ep2,Tpr,Cdc42ep2,none
Rhoa_Cd44,Rhoa,Cd44,up
Vps41_Selenow,Vps41,Selenow,down
Hsp90b1_Clec4n,Hsp90b1,Clec4n,none
Irf8_Phlpp1,Irf8,Phlpp1,down
Snx14_Creg1,Snx14,Creg1,up
Prpf19_Prdx5,Prpf19,Prdx5,down
Elavl1_Actb,Elavl1,Actb,down
Nfkbiz_S100a1,Nfkbiz,S100a1,none
Wdr48_Mmp12,Wdr48,Mmp12,none
Fzr1_Taldo1,Fzr1,Taldo1,none
Rc3h1_C3,Rc3h1,C3,down
Wdr1_Nsun2,Wdr1,Nsun2,none
Rheb_Lztfl1,Rheb,Lztfl1,up
Ncor2_Cpe,Ncor2,Cpe,down
Jak1_Gbp2,Jak1,Gbp2,down
Atp6v1a_Psma6,Atp6v1a,Psma6,down
Ric1_Gm8369,Ric1,Gm8369,none
Cnot2_Sorl1,Cnot2,Sorl1,none
Ankrd11_Cotl1,Ankrd11,Cotl1,none
Derl2_Pdia3,Derl2,Pdia3,up
Ylpm1_Col1a2,Ylpm1,Col1a2,none
2310011J03Rik_Gngt2,2310011J03Rik,Gngt2,none
Cul1_Ahsa1,Cul1,Ahsa1,up
Rcl1_Abca1,Rcl1,Abca1,up
Hsp90b1_Uchl1,Hsp90b1,Uchl1,none
Irf2_Saa3,Irf2,Saa3,none
Igbp1_Klhl24,Igbp1,Klhl24,none
Usp7_Prdx6,Usp7,Prdx6,none
Yy1_Gapdh,Yy1,Gapdh,none
Srsf7_Saa3,Srsf7,Saa3,down
Pias1_Tnfrsf21,Pias1,Tnfrsf21,none
Lamtor4_Gpc1,Lamtor4,Gpc1,none
Smarcd2_Gm47507,Smarcd2,Gm47507,none
Cct7_Saa3,Cct7,Saa3,down
Wtap_Ccrl2,Wtap,Ccrl2,up
Mms22l_Elk3,Mms22l,Elk3,none
Rpn2_Hspa5,Rpn2,Hspa5,up
Rnf40_Shb,Rnf40,Shb,none
Fermt3_Ecpas,Fermt3,Ecpas,none
Vps33a_Ftl1,Vps33a,Ftl1,up
Dda1_Exoc6b,Dda1,Exoc6b,none
Dync1i2_Fmr1,Dync1i2,Fmr1,up
Polr1f_Serpinb6a,Polr1f,Serpinb6a,none
Tcp1_AA467197,Tcp1,AA467197,down
Nelfb_H3f3b,Nelfb,H3f3b,up
Emc7_Gpnmb,Emc7,Gpnmb,none
Trem2_Stmn1,Trem2,Stmn1,down
Cog8_Ifit3b,Cog8,Ifit3b,none
Setd2_Cxcl1,Setd2,Cxcl1,none
Nkap_Igsf6,Nkap,Igsf6,down
Plrg1_Lfng,Plrg1,Lfng,none
Oxsr1_Hivep3,Oxsr1,Hivep3,down
Gtf2a2_Ifit3,Gtf2a2,Ifit3,down
Tubg1_Cmpk2,Tubg1,Cmpk2,none
Nckap1l_Rnf213,Nckap1l,Rnf213,none
Dpy30_Lmna,Dpy30,Lmna,none
Vhl_Bnip3,Vhl,Bnip3,up
Dcaf7_Mtdh,Dcaf7,Mtdh,none
Ncor2_Maf,Ncor2,Maf,up
Rpl26_Nampt,Rpl26,Nampt,up
Junb_Gapdh,Junb,Gapdh,none
Nfyc_Tes,Nfyc,Tes,down
Dync1i2_Etv3,Dync1i2,Etv3,up
Rptor_C1qb,Rptor,C1qb,down
Traf2_Ctsk,Traf2,Ctsk,up
Tpr_Rsad2,Tpr,Rsad2,none
Trrap_Sec11c,Trrap,Sec11c,none
Ints9_Ptpn6,Ints9,Ptpn6,down
Spop_Selenow,Spop,Selenow,none
Rpl26_Fgl2,Rpl26,Fgl2,none
Mphosph10_Gm5150,Mphosph10,Gm5150,none
Rps26_1700017B05Rik,Rps26,1700017B05Rik,none
Paf1_Fcgr2b,Paf1,Fcgr2b,none
Arpc3_Rap2a,Arpc3,Rap2a,up
Pgm3_Krtcap2,Pgm3,Krtcap2,up
Prpf38b_Lmo2,Prpf38b,Lmo2,none
Qars_Zup1,Qars,Zup1,none
Rel_Csf3,Rel,Csf3,up
Atp6v1e1_Rhoc,Atp6v1e1,Rhoc,none
Meaf6_Traf1,Meaf6,Traf1,down
Rab7_Pmp22,Rab7,Pmp22,down
Ppp2r1a_Igtp,Ppp2r1a,Igtp,up
Strip1_Thbs1,Strip1,Thbs1,up
Atp6v0e_H2-Q7,Atp6v0e,H2-Q7,none
Arpc3_Zmym2,Arpc3,Zmym2,none
Mideas_Hspa1a,Mideas,Hspa1a,none
Tut1_S100a6,Tut1,S100a6,up
Cop1_Hsp90ab1,Cop1,Hsp90ab1,down
Mau2_Pla2g12a,Mau2,Pla2g12a,none
Scap_Clec4a1,Scap,Clec4a1,down
Ylpm1_Rab34,Ylpm1,Rab34,up
Rbck1_Clec4e,Rbck1,Clec4e,down
Polr2i_Kctd12,Polr2i,Kctd12,none
Fth1_Rnf103,Fth1,Rnf103,none
Rhoa_Gm20125,Rhoa,Gm20125,none
Gins3_Eif2s3y,Gins3,Eif2s3y,down
Zfp36_Snhg15,Zfp36,Snhg15,none
Fzr1_Ccng1,Fzr1,Ccng1,up
Rae1_Ppip5k1,Rae1,Ppip5k1,none
Copz1_Gpnmb,Copz1,Gpnmb,none
Smarcd2_Clec4a3,Smarcd2,Clec4a3,up
Cnot2_Calr,Cnot2,Calr,none
Ss18_BC051226,Ss18,BC051226,none
Ubr4_N6amt1,Ubr4,N6amt1,none
Rbm14_Cxcl2,Rbm14,Cxcl2,none
Dpy30_Slc4a7,Dpy30,Slc4a7,up
Prpf19_Psma6,Prpf19,Psma6,down
Sptssa_Vcan,Sptssa,Vcan,up
Clp1_Ccrl2,Clp1,Ccrl2,none
Gspt1_H2-Q7,Gspt1,H2-Q7,up
Mapk14_Esd,Mapk14,Esd,down
Naa35_Cd36,Naa35,Cd36,none
Ube2h_Hsp90b1,Ube2h,Hsp90b1,none
Tgif1_Alas1,Tgif1,Alas1,none
Prpf6_Nol8,Prpf6,Nol8,up
Hdac3_Lgals3,Hdac3,Lgals3,up
Irf9_Smox,Irf9,Smox,none
Sec62_H3f3b,Sec62,H3f3b,none
Pi4kb_Tnfaip8l2,Pi4kb,Tnfaip8l2,down
Atp6v1e1_1700007L15Rik,Atp6v1e1,1700007L15Rik,none
Top3a_Ccl9,Top3a,Ccl9,none
Kat8_Il6st,Kat8,Il6st,none
Irf2_Ran,Irf2,Ran,up
Arpc2_Tnfrsf23,Arpc2,Tnfrsf23,none
Xpo1_Hsp90ab1,Xpo1,Hsp90ab1,none
Arih1_Hivep3,Arih1,Hivep3,down
Prdm1_Maf,Prdm1,Maf,down
Mau2_Hpgds,Mau2,Hpgds,none
Rb1_Il7r,Rb1,Il7r,none
Lamtor2_Glrx,Lamtor2,Glrx,down
Dcaf7_Uchl1,Dcaf7,Uchl1,down
Dcaf13_Mylk,Dcaf13,Mylk,none
Polr1f_Pak1,Polr1f,Pak1,none
Ptpa_Blnk,Ptpa,Blnk,none
Nrbf2_Prdx1,Nrbf2,Prdx1,up
Exosc7_Fosl2,Exosc7,Fosl2,none
Ddb1_Phlda3,Ddb1,Phlda3,up
Slc33a1_Ifih1,Slc33a1,Ifih1,none
Sec63_Rpn1,Sec63,Rpn1,up
Chmp3_Acsl5,Chmp3,Acsl5,none
Leng8_Polr2g,Leng8,Polr2g,none
Igbp1_Krtcap2,Igbp1,Krtcap2,none
Pdcd10_Il7r,Pdcd10,Il7r,none
Cct4_Reep3,Cct4,Reep3,up
Lamtor4_Map1b,Lamtor4,Map1b,none
Mcm4_Ppm1k,Mcm4,Ppm1k,up
Vhl_D630023F18Rik,Vhl,D630023F18Rik,none
Usp9x_Coq8a,Usp9x,Coq8a,none
Cdkn1a_Bcl6,Cdkn1a,Bcl6,none
Ash2l_C1qb,Ash2l,C1qb,down
Fth1_Sqstm1,Fth1,Sqstm1,up
Tirap_Lrrc25,Tirap,Lrrc25,down
Stk11_Naf1,Stk11,Naf1,none
Med25_Tpi1,Med25,Tpi1,up
Meaf6_Glrx,Meaf6,Glrx,none
Ppp6c_Smim19,Ppp6c,Smim19,none
Ncor2_Selenow,Ncor2,Selenow,none
Scap_Ctsc,Scap,Ctsc,down
Mbtps2_Mmp12,Mbtps2,Mmp12,up
Sars_Lgals3,Sars,Lgals3,up
Rps3_Clip1,Rps3,Clip1,none
Dpm1_Iigp1,Dpm1,Iigp1,none
Dr1_Clec4e,Dr1,Clec4e,down
Rnf40_Col23a1,Rnf40,Col23a1,none
Cul3_Prdx1,Cul3,Prdx1,up
Suz12_Rbms1,Suz12,Rbms1,none
Ppp2r1a_Ddit3,Ppp2r1a,Ddit3,none
Il10ra_Cxcl2,Il10ra,Cxcl2,up
Traf3_Ifi30,Traf3,Ifi30,up
Rbbp6_Selenow,Rbbp6,Selenow,none
Pdcd10_Cd44,Pdcd10,Cd44,up
Sec63_Fcgr2b,Sec63,Fcgr2b,none
Kdsr_Uchl1,Kdsr,Uchl1,none
Ppp2r2a_Ccl9,Ppp2r2a,Ccl9,none
Telo2_Clec7a,Telo2,Clec7a,up
Hsp90ab1_Ebi3,Hsp90ab1,Ebi3,none
Smc3_Prdx5,Smc3,Prdx5,down
Trappc1_Cxcl2,Trappc1,Cxcl2,up
Prpf40a_Spats2,Prpf40a,Spats2,none
Mnt_Selplg,Mnt,Selplg,down
Cmtr1_Creg1,Cmtr1,Creg1,none
Runx1_Nedd4,Runx1,Nedd4,up
Jtb_Cd300a,Jtb,Cd300a,none
Stag2_Reps1,Stag2,Reps1,up
Egln1_Pdia3,Egln1,Pdia3,none
Cog3_Prdx5,Cog3,Prdx5,none
Eif2s1_Hipk1,Eif2s1,Hipk1,up
Atf4_Lgals3,Atf4,Lgals3,none
Ppp2r1a_Calr,Ppp2r1a,Calr,none
Cop1_Trappc9,Cop1,Trappc9,none
Derl2_Cmpk2,Derl2,Cmpk2,none
Sart3_Dhrs11,Sart3,Dhrs11,none
Ddx5_Tpm2,Ddx5,Tpm2,none
Cdc42_Cd63,Cdc42,Cd63,none
Tln1_Cd72,Tln1,Cd72,down
Prpf6_Ociad2,Prpf6,Ociad2,none
Pgm3_Sqstm1,Pgm3,Sqstm1,none
Sec62_Fosl2,Sec62,Fosl2,none
Rbm15_B4galt5,Rbm15,B4galt5,none
Cul3_Grcc10,Cul3,Grcc10,none
Jtb_Sqstm1,Jtb,Sqstm1,up
Actl6a_Fzd1,Actl6a,Fzd1,up
Tbk1_Lacc1,Tbk1,Lacc1,none
Vhl_Spryd7,Vhl,Spryd7,none
Irf9_Bcl2l11,Irf9,Bcl2l11,none
Gpn2_Maf,Gpn2,Maf,none
Hyou1_Ifit2,Hyou1,Ifit2,none
Pten_Serpinb6b,Pten,Serpinb6b,up
Dph3_C1qb,Dph3,C1qb,none
Hsp90b1_Fxyd2,Hsp90b1,Fxyd2,none
Aip_Map4k4,Aip,Map4k4,up
Ash2l_2310009B15Rik,Ash2l,2310009B15Rik,none
Rbck1_Plxdc2,Rbck1,Plxdc2,none
Sars_Krtcap2,Sars,Krtcap2,up
Tmem258_Hspa5,Tmem258,Hspa5,up
Exoc5_H2-Q7,Exoc5,H2-Q7,none
Psmg4_Mmp12,Psmg4,Mmp12,up
Med25_Ckb,Med25,Ckb,none
Snx14_Gpnmb,Snx14,Gpnmb,up
Becn1_Ttc17,Becn1,Ttc17,none
Tnfrsf1a_Apobec1,Tnfrsf1a,Apobec1,up
Tyrobp_Sec11c,Tyrobp,Sec11c,down
Lamtor2_Selenow,Lamtor2,Selenow,none
Eftud2_Maf,Eftud2,Maf,none
Atg9a_H2-Ab1,Atg9a,H2-Ab1,none
Uvrag_Oasl1,Uvrag,Oasl1,down
Exoc5_Odc1,Exoc5,Odc1,none
Rbbp6_Glipr1,Rbbp6,Glipr1,up
Atf4_B4galt6,Atf4,B4galt6,none
Rpl35_Mir22hg,Rpl35,Mir22hg,up
Axin1_Hmces,Axin1,Hmces,none
Ncbp1_Ifi27,Ncbp1,Ifi27,up
Usp9x_Sqstm1,Usp9x,Sqstm1,up
Ube2h_Gngt2,Ube2h,Gngt2,none
Dohh_Kctd12,Dohh,Kctd12,none
Nelfb_Cd36,Nelfb,Cd36,up
Cmtr1_Odc1,Cmtr1,Odc1,none
Kat8_Ptafr,Kat8,Ptafr,none
Atg101_Erich2os,Atg101,Erich2os,none
Trem2_Prrc2b,Trem2,Prrc2b,none
Sars_Gm44418,Sars,Gm44418,none
Ankrd11_Itgal,Ankrd11,Itgal,none
Ccdc22_Cd200r1,Ccdc22,Cd200r1,up
Kat8_Saa3,Kat8,Saa3,none
Gtf2h1_Selenow,Gtf2h1,Selenow,none
Tgif1_Cdkn2d,Tgif1,Cdkn2d,up
Spc24_Akr1a1,Spc24,Akr1a1,none
Ogt_Rsad2,Ogt,Rsad2,up
Rpl35_Dnajb9,Rpl35,Dnajb9,none
Rae1_Ctsl,Rae1,Ctsl,up
Cnot1_Notch1,Cnot1,Notch1,none
Gspt1_Slc3a2,Gspt1,Slc3a2,none
Ndc80_Rnf128,Ndc80,Rnf128,up
Ippk_Creg1,Ippk,Creg1,none
Kars_Gbp2,Kars,Gbp2,up
Ddx6_Ms4a4c,Ddx6,Ms4a4c,none
Nelfcd_Sec24a,Nelfcd,Sec24a,none
Exoc5_H2-Ab1,Exoc5,H2-Ab1,up
Psmd4_Mllt11,Psmd4,Mllt11,up
Ctdspl2_Slfn4,Ctdspl2,Slfn4,up
Srrd_Sqstm1,Srrd,Sqstm1,up
Gnb2_Uchl1,Gnb2,Uchl1,none
Abi1_Hacd3,Abi1,Hacd3,none
Rbm15_Slc12a9,Rbm15,Slc12a9,down
Vps4b_Prdx6,Vps4b,Prdx6,up
Heatr1_Prdx1,Heatr1,Prdx1,none
Heatr1_Chst11,Heatr1,Chst11,none
Kdm1a_Atp6v0d2,Kdm1a,Atp6v0d2,none
Gtf2h1_Etnk1,Gtf2h1,Etnk1,up
Dpy30_Marcksl1,Dpy30,Marcksl1,none
Ttc1_Ctsh,Ttc1,Ctsh,none
Gins3_Gm5150,Gins3,Gm5150,none
Hspa4_Krtcap2,Hspa4,Krtcap2,none
Rptor_Malt1,Rptor,Malt1,up
Axin1_Ptgs1,Axin1,Ptgs1,none
Usp7_Rfc5,Usp7,Rfc5,none
Cct7_Fcgr2b,Cct7,Fcgr2b,down
Rbck1_Patj,Rbck1,Patj,none
Suz12_Vma21,Suz12,Vma21,down
Cd14_Heca,Cd14,Heca,none
Nop16_Nfe2l2,Nop16,Nfe2l2,none
Sec62_Il1rn,Sec62,Il1rn,down
Rpl4_Ftl1-ps1,Rpl4,Ftl1-ps1,none
Snapc3_Hspa1b,Snapc3,Hspa1b,none
Sec63_Lpxn,Sec63,Lpxn,none
Prpf6_Vegfa,Prpf6,Vegfa,none
Cct2_Cmpk2,Cct2,Cmpk2,up
Nolc1_Smpdl3a,Nolc1,Smpdl3a,none
Sec63_Calr,Sec63,Calr,up
Ylpm1_Il1rn,Ylpm1,Il1rn,down
Ubr4_S100a11,Ubr4,S100a11,up
Bap1_Mmp12,Bap1,Mmp12,none
Traf6_Cenpa,Traf6,Cenpa,up
Dhx15_Ranbp2,Dhx15,Ranbp2,none
Atp6v0e_Cd53,Atp6v0e,Cd53,up
Toe1_Dcxr,Toe1,Dcxr,none
Tnpo3_St3gal5,Tnpo3,St3gal5,none
Ppp2r3c_Blvrb,Ppp2r3c,Blvrb,none
Tpt1_Adgre5,Tpt1,Adgre5,none
Wdr70_Gan,Wdr70,Gan,up
Dohh_Mir22hg,Dohh,Mir22hg,none
Sec13_H2-Q7,Sec13,H2-Q7,none
Ctcf_Prdx6,Ctcf,Prdx6,up
Med20_Ptafr,Med20,Ptafr,none
Wdr48_Ccl2,Wdr48,Ccl2,none
Myc_Smyd3,Myc,Smyd3,none
Nrbp1_Gngt2,Nrbp1,Gngt2,none
Nelfb_Utp14b,Nelfb,Utp14b,none
Atg9a_Acod1,Atg9a,Acod1,none
Lamtor4_Lgals3,Lamtor4,Lgals3,up
Ing3_S100a10,Ing3,S100a10,none
Igbp1_Mtdh,Igbp1,Mtdh,none
Srsf7_Rab32,Srsf7,Rab32,down
Pik3r4_Akr1a1,Pik3r4,Akr1a1,up
Brd2_Sqstm1,Brd2,Sqstm1,up
Pten_Zfand4,Pten,Zfand4,none
Uxt_Ccr5,Uxt,Ccr5,none
Leng8_Fos,Leng8,Fos,up
Atg101_Il6,Atg101,Il6,up
Atp6ap2_Pf4,Atp6ap2,Pf4,down
Adnp_Lgals3,Adnp,Lgals3,down
Mafb_Lmna,Mafb,Lmna,none
Tlr4_Selenow,Tlr4,Selenow,none
Eny2_Pdia3,Eny2,Pdia3,none
Cop1_Pf4,Cop1,Pf4,down
Tirap_Mospd2,Tirap,Mospd2,none
Msto1_Slc26a4,Msto1,Slc26a4,none
Sart3_Kctd12,Sart3,Kctd12,none
Brd2_Hexim1,Brd2,Hexim1,up
Pdcd10_Flrt3,Pdcd10,Flrt3,up
Setd2_Ccl2,Setd2,Ccl2,up
Nckap1l_Ms4a6b,Nckap1l,Ms4a6b,none
Qars_Phlpp1,Qars,Phlpp1,none
Top3a_Syngr1,Top3a,Syngr1,up
Eif2s1_Mt2,Eif2s1,Mt2,up
Wdr43_Arfgef2,Wdr43,Arfgef2,none
Jak1_Ifit2,Jak1,Ifit2,down
Cd14_Rnf19a,Cd14,Rnf19a,up
Nckap1l_Hilpda,Nckap1l,Hilpda,none
Ddx18_Creg1,Ddx18,Creg1,none
Tpr_H2-Ab1,Tpr,H2-Ab1,up
Dync1h1_Tnfsf4,Dync1h1,Tnfsf4,none
Hnrnpu_Sqstm1,Hnrnpu,Sqstm1,up
Cul3_Ctsh,Cul3,Ctsh,none
Nol10_B3gnt8,Nol10,B3gnt8,none
Arih1_Pilra,Arih1,Pilra,down
Ifnar1_Plcd1,Ifnar1,Plcd1,none
Cmtr1_Cd164,Cmtr1,Cd164,none
Nolc1_Cacna1d,Nolc1,Cacna1d,none
Hnrnpu_Lacc1,Hnrnpu,Lacc1,down
Plrg1_Anxa3,Plrg1,Anxa3,none
Dpm2_Aif1,Dpm2,Aif1,down
Ccdc22_Fcgr4,Ccdc22,Fcgr4,none
Kdm1a_Tpd52l1,Kdm1a,Tpd52l1,none
Cul2_Tpi1,Cul2,Tpi1,up
Atxn7l3_Cd63,Atxn7l3,Cd63,none
Eif2s1_Cyb5r1,Eif2s1,Cyb5r1,up
Il10ra_Ctsh,Il10ra,Ctsh,none
Ddx5_Alcam,Ddx5,Alcam,none
Snx14_Mmp12,Snx14,Mmp12,up
Stk11_Clec4e,Stk11,Clec4e,none
Srsf7_Gadd45g,Srsf7,Gadd45g,none
Ints1_Sqstm1,Ints1,Sqstm1,none
Uxt_Saa3,Uxt,Saa3,down
Pten_Gpr84,Pten,Gpr84,none
Top3a_Cxcl2,Top3a,Cxcl2,up
Dync1i2_Ifit2,Dync1i2,Ifit2,none
Leng1_Actb,Leng1,Actb,none
Myc_Ftl1-ps1,Myc,Ftl1-ps1,down
Smg5_Cox6a2,Smg5,Cox6a2,none
Irf2_Gbp3,Irf2,Gbp3,up
Ly96_Il1b,Ly96,Il1b,down
Mphosph10_Maf,Mphosph10,Maf,none
Eif1ad_Lgals3,Eif1ad,Lgals3,none
Usp9x_Akr1b3,Usp9x,Akr1b3,none
Trappc1_Camsap2,Trappc1,Camsap2,none
Ube4b_Ccr5,Ube4b,Ccr5,up
Txnl4a_Acod1,Txnl4a,Acod1,down
Mphosph10_Prkn,Mphosph10,Prkn,up
Ss18_Col18a1,Ss18,Col18a1,up
Dync1i2_Mmp12,Dync1i2,Mmp12,none
Tubg1_Oasl1,Tubg1,Oasl1,down
Wtap_Car5b,Wtap,Car5b,none
Rel_Nherf1,Rel,Nherf1,up
Tbc1d10b_Lgals3,Tbc1d10b,Lgals3,up
Wdr48_Cep83,Wdr48,Cep83,none
Irak4_Foxp1,Irak4,Foxp1,down
Cct7_Tspan3,Cct7,Tspan3,none
Rraga_Odc1,Rraga,Odc1,none
Spop_Car2,Spop,Car2,up
Il10rb_Ifitm2,Il10rb,Ifitm2,down
Chmp6_Malt1,Chmp6,Malt1,none
Tbc1d10b_Odc1,Tbc1d10b,Odc1,none
Leng1_Syngr1,Leng1,Syngr1,none
Spc24_Cacna1d,Spc24,Cacna1d,none
Snx13_Gpnmb,Snx13,Gpnmb,up
Wdr70_Arhgap6,Wdr70,Arhgap6,up
Psmd13_Pbx1,Psmd13,Pbx1,none
Eif2s1_Trib3,Eif2s1,Trib3,up
Egln1_Brd2,Egln1,Brd2,none
Prpf19_Adssl1,Prpf19,Adssl1,up
Tnpo3_S100a10,Tnpo3,S100a10,none
Rb1cc1_Polr2a,Rb1cc1,Polr2a,none
Polr1f_Gbp8,Polr1f,Gbp8,up
Eny2_Crip1,Eny2,Crip1,up
Atg101_Polr2g,Atg101,Polr2g,up
